FAMILY ID,IMP WEALTH W/ EQUITY,ACC WEALTH W/ EQUITY
1030.0,151249.33469231866,0.0
701.0,290108.6139952566,0.0
494.0,743403.323362845,0.0
575.0,318817.2789218705,0.0
715.0,445739.79754479526,0.0
3233.0,244780.65404086228,1.0
235.0,527332.8452309612,1.0
86.0,77815.59177476935,1.0
218.0,397388.3618789192,0.0
745.0,3134684.0135133294,1.0
7990.0,-1465.6528936218692,0.0
2791.0,3702208.9896415505,0.0
7610.0,45329.47093675884,0.0
5764.0,5311103.011423578,1.0
2116.0,1918947.6029894575,0.0
3175.0,2573202.9668433433,1.0
7348.0,687800.6833294521,0.0
7773.0,2032271.2803313546,0.0
2357.0,37774.5591139657,0.0
7177.0,1015077.9525104862,1.0
5239.0,-83104.03005072454,0.0
7515.0,543500.3565317385,0.0
7829.0,1013869.1666188394,0.0
2588.0,-33241.61202028982,0.0
245.0,298116.8205274173,0.0
4897.0,311035.7197443936,0.0
3533.0,57115.13338031614,1.0
7728.0,43773.15910126345,0.0
7254.0,143543.32463306966,0.0
3440.0,28708.664926613932,1.0
6384.0,335438.0849320154,0.0
7295.0,36263.576749407075,0.0
7026.0,577195.2632613959,1.0
5042.0,66483.22404057963,0.0
6782.0,-22642.07073291104,0.0
7082.0,45329.47093675884,0.0
5475.0,55150.85630638992,0.0
1930.0,362786.86573052657,1.0
751.0,15865.314827865594,0.0
2270.0,30975.138473451872,0.0
397.0,648211.4343956514,0.0
1695.0,68749.69758741757,0.0
2521.0,14807.627172674554,0.0
5493.0,482003.3742942023,0.0
5966.0,256111.51079268745,0.0
296.0,487069.6981625674,0.0
5910.0,374723.6264105397,1.0
4609.0,11633053.224736877,0.0
2384.0,0.0,0.0
1390.0,-3920.9992360296396,1.0
7290.0,30219.64729117256,0.0
2876.0,1586.5314827865593,0.0
1586.0,27298.918380480733,0.0
7830.0,-19491.6725028063,0.0
1133.0,309751.38473451877,1.0
1472.0,159408.63946093526,0.0
2625.0,128433.50098748338,0.0
5726.0,7554.91182279314,0.0
1935.0,302649.7676210932,0.0
2099.0,728444.5979537145,0.0
5126.0,1028460.723313382,0.0
5499.0,294641.56108893245,1.0
790.0,1914414.6558957817,1.0
1536.0,1657547.6539208149,0.0
2438.0,274998.7903496703,0.0
3498.0,929254.1542035562,0.0
3425.0,-3021.964729117256,0.0
5739.0,19642.770739262163,0.0
69.0,339971.0320256913,0.0
2721.0,4835.14356658761,0.0
2736.0,2870.8664926613933,0.0
6966.0,108790.73024822121,0.0
4936.0,-9821.385369631082,0.0
6597.0,-12087.858916469024,0.0
2649.0,-151.0982364558628,0.0
7261.0,1208.7858916469024,0.0
409.0,905833.9275528975,1.0
7218.0,7554.91182279314,0.0
760.0,420344.7169436584,1.0
2441.0,940888.7184106576,1.0
3199.0,237224.2312357046,0.0
3449.0,40796.523843082956,0.0
780.0,57417.329853227864,0.0
2016.0,20398.261921541478,0.0
1105.0,447250.7799093539,0.0
6492.0,71016.17113425552,0.0
7133.0,737359.3939046104,1.0
1307.0,71318.36760716724,0.0
7882.0,-1510.982364558628,0.0
2015.0,90356.74540060596,0.0
3609.0,37472.36264105397,1.0
2217.0,433651.9386283262,1.0
2353.0,1049377.252185967,0.0
3169.0,-20096.065448629754,0.0
2161.0,4407.535557417518,0.0
2108.0,15109.82364558628,0.0
382.0,1178140.1473289244,0.0
3117.0,221812.21111720658,0.0
6239.0,-36263.576749407075,0.0
5607.0,-44120.68504511194,0.0
6600.0,373212.6440459811,0.0
6437.0,680093.1622878384,1.0
7605.0,-1510.982364558628,0.0
3831.0,202453.50506248145,0.0
2488.0,84615.01241528317,1.0
103.0,30219.64729117256,0.0
5066.0,113323.6773418971,0.0
272.0,9368.090660263493,1.0
4628.0,148077.7827091101,1.0
5113.0,-29161.95963598152,0.0
5358.0,16545.256891916975,0.0
682.0,67994.20640513826,0.0
4705.0,2840646.8453702205,0.0
531.0,148076.27172674553,1.0
6261.0,21909.244286100107,0.0
4518.0,5288.438275955198,0.0
4547.0,614969.8223753616,1.0
5790.0,3023.4757114818144,0.0
806.0,996492.8694264152,1.0
5095.0,376234.6087750984,0.0
6944.0,5703.958426208821,0.0
7043.0,16016.413064321458,0.0
4650.0,11438.136499708813,0.0
3947.0,2555071.17846864,0.0
3299.0,2402461.9596482185,1.0
6832.0,577950.7544436752,1.0
7630.0,197938.68975718025,0.0
6257.0,134477.43044571788,0.0
3785.0,317306.2965573119,0.0
3465.0,1204252.9445532265,0.0
4202.0,103502.29197226602,1.0
4854.0,72527.15349881415,0.0
4453.0,5137.340039499335,0.0
3067.0,117101.13325329366,0.0
955.0,71016.17113425552,0.0
6386.0,311262.3670990774,0.0
2078.0,33997.10320256913,0.0
1618.0,173762.9719242422,0.0
5485.0,34601.49614839258,0.0
6687.0,427608.0091700917,1.0
6847.0,-5575.524925221337,0.0
204.0,182073.37492931468,0.0
995.0,474448.4624714092,1.0
3115.0,-10425.778315454534,0.0
1698.0,1752739.5428880085,0.0
5197.0,-19642.770739262163,0.0
5891.0,151.0982364558628,0.0
7488.0,105770.27650146851,0.0
6863.0,175273.95428880086,1.0
3962.0,148076.27172674553,0.0
3802.0,-4532.947093675884,0.0
1291.0,410080.61374121165,0.0
3337.0,0.0,0.0
2796.0,158199.85356928836,0.0
7642.0,130246.67982495374,0.0
6933.0,12843.350098748338,0.0
5957.0,9670.28713317522,0.0
4363.0,-31730.629655731187,0.0
3110.0,132770.02037376663,0.0
3653.0,664832.2404057963,0.0
5805.0,151853.72763814213,0.0
3371.0,252334.05488129088,0.0
6988.0,453294.7093675884,1.0
3276.0,95116.33984896564,0.0
5027.0,32486.1208380105,0.0
186.0,14052.13599039524,1.0
7833.0,35508.08556712776,1.0
4652.0,-604.3929458234512,0.0
3569.0,892386.1845083256,1.0
1754.0,13145.546571660063,0.0
3604.0,72527.15349881415,0.0
2167.0,0.0,0.0
931.0,4986.241803043473,0.0
1360.0,52884.38275955198,0.0
2756.0,-346468.2561932934,0.0
2643.0,32183.924365098777,0.0
3234.0,448157.36932808906,0.0
1255.0,836782.0334925682,0.0
7031.0,57764.85579707635,0.0
7418.0,5590.6347488669235,0.0
7791.0,-13296.644808115927,1.0
7584.0,258377.9843395254,1.0
521.0,161675.1130077732,0.0
1186.0,55906.347488669235,0.0
807.0,30227.20220299535,1.0
2984.0,742254.9767657804,0.0
3410.0,284356.30413338187,1.0
692.0,430629.973899209,0.0
4784.0,3173.0629655731186,1.0
7931.0,365659.2432055525,1.0
4678.0,349792.4173953224,0.0
2655.0,42458.604444097444,0.0
1417.0,291619.5963598152,0.0
899.0,755.491182279314,1.0
2364.0,336193.5761142947,1.0
1649.0,217581.46049644242,1.0
4574.0,244567.60552745953,1.0
7665.0,84698.11644533389,1.0
6232.0,-13296.644808115927,0.0
3525.0,149587.25409130417,0.0
471.0,842372.6682414351,0.0
5048.0,535492.1499995778,1.0
3841.0,306729.4200054015,0.0
7066.0,2493.1209015217364,0.0
7100.0,2595112.2111294437,0.0
2673.0,431536.5633179442,0.0
6975.0,0.0,0.0
2706.0,1022244.5418655878,0.0
2682.0,604392.9458234512,0.0
484.0,472030.8906881154,1.0
597.0,12692.251862292474,0.0
1144.0,174231.3764572554,1.0
1458.0,169230.02483056634,0.0
1861.0,118838.76297253609,1.0
3040.0,187361.81320526986,0.0
2815.0,158653.14827865595,0.0
2920.0,726099.5533239195,1.0
6996.0,66407.6749223517,0.0
710.0,5756.842808968373,0.0
264.0,-51222.30215853749,0.0
384.0,838595.2123300385,0.0
3.0,226647.3546837942,1.0
1256.0,-3020.4537467526975,1.0
2053.0,-28708.664926613932,0.0
1044.0,335438.0849320154,1.0
6171.0,0.0,0.0
508.0,534132.265871475,1.0
1739.0,412498.18552450545,0.0
2201.0,176029.44547108017,0.0
1738.0,24175.717832938048,0.0
7576.0,123145.06271152818,1.0
