Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1989:Q3,TopPt1,1762391,1808606,143488,198323,297922,10305,28192,599520,530857,46215,15658,21049,9508
1989:Q3,RemainingTop1,2838759,2920149,451112,161090,573938,109570,74104,717368,832967,81390,62316,5362,13712
1989:Q3,Next9,7635884,8139557,2072591,418484,813520,1411757,425100,1033689,1964416,503673,397505,56498,49670
1989:Q3,Next40,7408899,8981103,3414515,759414,345951,1787955,423988,573004,1676275,1572203,1160802,363608,47793
1989:Q3,Bottom50,777847,1724801,811022,359038,24357,158378,56424,46045,269536,946954,574409,337691,34854
1989:Q4,TopPt1,1812715,1856492,157437,199204,310170,12901,27186,607091,542503,43777,15041,19301,9435
1989:Q4,RemainingTop1,2905496,2993497,472724,161952,587986,115902,77968,725211,851755,88001,66047,5827,16127
1989:Q4,Next9,7770202,8288348,2111044,418604,831668,1437083,444537,1044042,2001370,518146,409298,59714,49134
1989:Q4,Next40,7543056,9139729,3437254,775685,362275,1838591,442186,573771,1709967,1596673,1179615,369931,47127
1989:Q4,Bottom50,773147,1751629,815859,370329,25941,159657,58111,46715,275017,978482,590114,354513,33855
1990:Q1,TopPt1,1805996,1847290,168101,186188,283931,15375,25276,617401,551018,41293,14670,17121,9502
1990:Q1,RemainingTop1,2897829,2992509,482977,165599,546629,121831,79605,733735,862133,94681,70367,6647,17667
1990:Q1,Next9,7768099,8310735,2103445,433154,785097,1453537,452092,1056266,2027144,542636,431483,59753,51400
1990:Q1,Next40,7632482,9242916,3450401,798240,357423,1880886,445724,574537,1735705,1610434,1205164,356720,48550
1990:Q1,Bottom50,802257,1801133,845415,383948,25822,160851,58022,47427,279647,998875,613228,352079,33568
1990:Q2,TopPt1,1850643,1889674,180670,187139,298211,17832,23644,624184,557994,39031,14286,15375,9370
1990:Q2,RemainingTop1,2940394,3041243,499341,165925,562509,127968,82049,740500,862951,100849,74206,7213,19430
1990:Q2,Next9,7852815,8417841,2127506,432152,805726,1473602,470366,1064609,2043879,565025,451981,61570,51474
1990:Q2,Next40,7725807,9353713,3451923,813038,375082,1926790,456960,574729,1755191,1627905,1224974,354736,48195
1990:Q2,Bottom50,795586,1817959,845218,394257,27525,162090,58530,48066,282274,1022373,629964,359817,32592
1990:Q3,TopPt1,1802020,1838462,190778,170743,226958,20225,21315,631842,576600,36442,13787,13678,8977
1990:Q3,RemainingTop1,2864036,2971572,508032,168469,452374,133931,82289,747192,879285,107537,77965,7771,21801
1990:Q3,Next9,7767485,8345000,2112178,446439,676950,1489496,465580,1073042,2081315,577515,465896,63934,47685
1990:Q3,Next40,7768646,9412886,3465769,828749,340000,1968862,449144,574746,1785616,1644240,1243622,355653,44965
1990:Q3,Bottom50,816101,1863421,880731,401845,24958,163293,57328,48711,286554,1047320,645468,371265,30587
1990:Q4,TopPt1,1885733,1919844,200514,160067,270291,22609,20425,640121,605817,34111,13131,11913,9067
1990:Q4,RemainingTop1,2962840,3076604,513479,170058,510488,140035,86582,753702,902260,113765,81759,8415,23591
1990:Q4,Next9,7914597,8502147,2094432,455425,748883,1507733,486457,1081314,2127903,587550,471555,66153,49842
1990:Q4,Next40,7891337,9554842,3453063,843628,376895,2013328,469120,574561,1824247,1663505,1261958,355323,46224
1990:Q4,Bottom50,828625,1902228,899103,409941,28212,164528,59242,49358,291844,1073603,660852,382586,30165
1991:Q1,TopPt1,1961742,1993370,212280,158300,335429,24960,19943,639417,603042,31628,12508,9951,9169
1991:Q1,RemainingTop1,3087113,3207595,526415,170746,598601,146064,92075,756214,917481,120482,85450,9283,25749
1991:Q1,Next9,8073708,8668087,2105662,457214,854033,1523858,509890,1080319,2137111,594379,477986,65692,50701
1991:Q1,Next40,8036359,9701335,3447465,860245,425380,2055934,495489,573383,1843439,1664977,1278692,339591,46694
1991:Q1,Bottom50,848231,1930088,902951,421325,32498,165748,62095,49827,295644,1081857,674516,377691,29650
1991:Q2,TopPt1,1960532,1989955,223315,150337,332592,27320,18489,637120,600781,29423,12195,8311,8917
1991:Q2,RemainingTop1,3078825,3205326,536721,171188,587380,152244,94925,757629,905239,126500,89364,9919,27217
1991:Q2,Next9,8063140,8678227,2103450,462268,843396,1542571,522151,1076916,2127475,615087,497882,66927,50278
1991:Q2,Next40,8100194,9779053,3445748,872244,433370,2101167,505514,571866,1849144,1678859,1298962,334057,45840
1991:Q2,Bottom50,854376,1956447,918815,427670,33440,167001,62850,50256,296415,1102071,691710,382091,28270
1991:Q3,TopPt1,1981999,2009830,233529,133384,366704,29676,17600,630799,598137,27831,11881,6871,9079
1991:Q3,RemainingTop1,3133210,3263231,544546,173170,628706,158447,99484,756980,901897,130021,91837,10403,27781
1991:Q3,Next9,8117919,8758246,2085005,476436,893127,1561254,542240,1068757,2131427,640327,516250,68472,55605
1991:Q3,Next40,8225171,9907973,3455998,886463,462846,2146526,526365,569842,1859932,1682802,1303098,330421,49283
1991:Q3,Bottom50,900930,2006626,954287,433990,36208,168262,64940,50602,298337,1105696,690902,386334,28460
1991:Q4,TopPt1,2079265,2105699,245749,125098,460582,32041,16903,623814,601513,26434,11660,5406,9368
1991:Q4,RemainingTop1,3286812,3421472,559577,173310,753976,164719,104726,755621,909543,134660,95305,10901,28454
1991:Q4,Next9,8295429,8966308,2094737,481337,1036181,1580866,566451,1059041,2147696,670879,538316,70917,61646
1991:Q4,Next40,8383133,10086946,3471896,897877,524037,2192926,552103,567604,1880503,1703813,1319077,331411,53325
1991:Q4,Bottom50,917489,2046419,974770,439767,41754,169539,67566,50928,302095,1128930,702998,396946,28986
1992:Q1,TopPt1,2076700,2101553,259390,122841,449133,34498,15038,623795,596857,24853,11670,3880,9303
1992:Q1,RemainingTop1,3266408,3406726,579562,172496,728679,171644,106486,756622,891238,140318,97742,11490,31086
1992:Q1,Next9,8264544,8963988,2123556,480487,1010342,1613481,570319,1055158,2110645,699444,569027,70747,59670
1992:Q1,Next40,8473736,10168415,3491702,909394,528407,2251861,553319,565721,1868010,1694679,1325463,317562,51654
1992:Q1,Bottom50,943136,2064308,985229,446877,42410,170966,67402,51376,300049,1121172,703820,389674,27678
1992:Q2,TopPt1,2066474,2089933,271474,117625,451282,34207,13567,620664,581114,23459,11551,2406,9502
1992:Q2,RemainingTop1,3246316,3390855,591329,172515,721830,160817,109572,755979,878813,144539,100182,11998,32359
1992:Q2,Next9,8278150,9006826,2127505,483395,1005098,1667322,584272,1047441,2091793,728675,593067,72288,63320
1992:Q2,Next40,8564622,10262807,3487183,923753,539760,2312642,564661,563448,1871360,1698185,1331456,312751,53978
1992:Q2,Bottom50,965482,2090477,995433,455790,43678,173511,68265,51762,302038,1124995,704439,392890,27666
1992:Q3,TopPt1,2092326,2113869,282964,96434,480674,33936,12510,624295,583056,21543,11278,837,9428
1992:Q3,RemainingTop1,3276884,3427585,603175,174646,752745,149728,113999,757638,875654,150701,103883,12602,34216
1992:Q3,Next9,8380360,9128891,2115548,501111,1041796,1721512,604228,1045458,2099238,748530,610612,74467,63451
1992:Q3,Next40,8715103,10430436,3519649,938055,565665,2373727,584692,561471,1887177,1715333,1350171,311485,53677
1992:Q3,Bottom50,1005228,2153704,1042652,461296,46231,176050,70193,52265,305016,1148476,719384,402542,26550
1992:Q4,TopPt1,2196886,2219184,278227,102439,562433,31488,13129,620498,610970,22298,11799,876,9623
1992:Q4,RemainingTop1,3436858,3590617,605239,174740,883957,145936,119845,773226,887674,153759,106889,12499,34371
1992:Q4,Next9,8558019,9306991,2125185,501032,1161144,1787403,622777,1026512,2082938,748973,613590,75072,60311
1992:Q4,Next40,8872087,10603921,3571003,942829,601626,2425984,605995,563130,1893354,1731834,1359669,318771,53394
1992:Q4,Bottom50,1019564,2216544,1077016,472215,50606,176761,76915,52854,310177,1196979,748407,417552,31020
1993:Q1,TopPt1,2301128,2324207,275501,132610,589448,28929,14285,638279,645154,23079,12211,799,10069
1993:Q1,RemainingTop1,3526247,3681355,609947,170412,937661,141016,127266,797392,897660,155108,108889,12607,33612
1993:Q1,Next9,8643255,9387946,2167640,475915,1195265,1831734,645559,1027276,2044556,744690,610777,72477,61436
1993:Q1,Next40,8946324,10668620,3573233,943153,609081,2457707,636357,565947,1883142,1722296,1357452,308572,56272
1993:Q1,Bottom50,1005072,2219405,1054564,484309,52463,177244,84834,53821,312170,1214334,764859,412808,36667
1993:Q2,TopPt1,2343767,2367454,270978,135163,603923,26391,14747,649612,666639,23687,12734,773,10180
1993:Q2,RemainingTop1,3591827,3750359,611977,171745,972935,136066,132442,819094,906100,158532,112272,12614,33646
1993:Q2,Next9,8684389,9427898,2174322,480736,1209720,1876836,657586,1020631,2008067,743510,613490,72074,57946
1993:Q2,Next40,9045899,10783152,3632893,951577,610236,2490091,651993,568195,1878168,1737253,1370989,310561,55703
1993:Q2,Bottom50,1025019,2286943,1096875,497031,53743,177732,90862,54669,316030,1261924,798343,422640,40941
1993:Q3,TopPt1,2415404,2439890,266252,134796,641211,23873,15342,665085,693330,24486,13118,760,10608
1993:Q3,RemainingTop1,3696137,3856965,612845,173538,1040383,131139,138041,842446,918574,160828,115910,12595,32323
1993:Q3,Next9,8774874,9517400,2174815,488466,1258290,1923731,674361,1016790,1980947,742526,609518,72604,60404
1993:Q3,Next40,9161760,10924511,3696312,960180,622264,2524112,671605,570463,1879575,1762751,1385505,317766,59480
1993:Q3,Bottom50,1042849,2362500,1146051,508900,56033,178236,97152,55581,320546,1319651,833966,438944,46741
1993:Q4,TopPt1,2524353,2549754,263036,143539,681338,21344,15690,683893,740914,25401,13602,866,10933
1993:Q4,RemainingTop1,3820338,3982961,618367,174489,1111418,126039,142623,867084,942941,162623,118932,12356,31335
1993:Q4,Next9,8881156,9626254,2197321,488643,1310293,1968469,681492,1014946,1965090,745099,609220,74766,61113
1993:Q4,Next40,9270825,11061211,3755291,971071,635224,2556019,682907,572667,1888033,1790386,1394510,333912,61964
1993:Q4,Bottom50,1043274,2422531,1177273,524336,58426,178716,102592,56541,324647,1379256,862913,464267,52076
1994:Q1,TopPt1,2600408,2626376,260876,163545,644753,18809,15757,712379,810257,25968,13942,779,11247
1994:Q1,RemainingTop1,3829807,3995747,625375,172673,1070609,120856,146116,895293,964825,165941,121932,12483,31526
1994:Q1,Next9,8909929,9643107,2237097,475631,1245886,2012859,682691,1021146,1967797,733178,601557,73247,58374
1994:Q1,Next40,9332130,11125606,3790064,976545,611746,2587532,687306,575001,1897412,1793476,1401347,329769,62360
1994:Q1,Bottom50,1031511,2446915,1179797,537643,57351,179191,107106,57643,328184,1415403,890691,467599,57113
1994:Q2,TopPt1,2667777,2694769,257639,171946,628059,16261,16361,739880,864623,26992,14529,869,11594
1994:Q2,RemainingTop1,3853306,4022145,629382,173480,1057308,115582,151326,923029,972038,168839,124889,12268,31682
1994:Q2,Next9,8924371,9659989,2256097,475860,1210905,2056716,689522,1025123,1945765,735617,605012,74692,55913
1994:Q2,Next40,9404847,11220784,3844278,986519,597362,2618476,701493,577004,1895651,1815936,1410700,342122,63114
1994:Q2,Bottom50,1030327,2500790,1210100,551743,57099,179659,112990,58715,330485,1470463,919492,488629,62342
1994:Q3,TopPt1,2742462,2770313,253057,171839,644601,13717,17297,758690,911112,27851,15095,974,11782
1994:Q3,RemainingTop1,3929737,4101683,628130,175921,1091697,110388,157765,947559,990223,171946,127987,12010,31949
1994:Q3,Next9,8993041,9728499,2251615,485172,1225877,2103386,706359,1019528,1936562,735458,606974,76604,51880
1994:Q3,Next40,9517265,11358193,3902282,998413,599007,2652038,724986,578486,1902982,1840928,1421158,357273,62497
1994:Q3,Bottom50,1047866,2577739,1258946,565154,58371,180157,119818,59643,335650,1529872,949834,513093,66945
1994:Q4,TopPt1,2843868,2873100,248842,177325,637535,11131,17003,784522,996742,29232,15716,1176,12340
1994:Q4,RemainingTop1,3981894,4155125,626633,176719,1090590,104978,159572,974549,1022084,173231,130879,11522,30830
1994:Q4,Next9,9012786,9758237,2253345,487369,1204654,2147070,696094,1019362,1950343,745451,610999,80028,54424
1994:Q4,Next40,9566593,11445133,3944840,1006321,589094,2682699,718224,579944,1924012,1878540,1430264,381272,67004
1994:Q4,Bottom50,1033666,2632282,1292742,576430,58498,180623,122867,60665,340457,1598616,978081,547170,73365
1995:Q1,TopPt1,2949429,2979242,244786,185879,689718,8565,18386,806489,1025418,29812,16152,1135,12525
1995:Q1,RemainingTop1,4111272,4287979,624736,177798,1175822,99841,167584,1000135,1042062,176706,133546,11567,31593
1995:Q1,Next9,9146816,9880016,2257620,488417,1272056,2197273,722232,1014246,1928172,733199,605350,78944,48905
1995:Q1,Next40,9703708,11583411,3978939,1017684,607566,2719512,751990,581088,1926632,1879704,1434342,379682,65680
1995:Q1,Bottom50,1057985,2691699,1318897,590921,61425,181158,130930,61622,346745,1633713,1002536,553218,77959
1995:Q2,TopPt1,3047136,3077835,239334,180275,747725,8239,19729,825043,1057490,30699,16609,1186,12904
1995:Q2,RemainingTop1,4260698,4440972,619265,180008,1268565,109075,175553,1024564,1063942,180274,137091,11402,31781
1995:Q2,Next9,9263478,9990473,2235828,500818,1346561,2227865,754981,1004638,1919781,726994,600064,80517,46413
1995:Q2,Next40,9854396,11761628,4038800,1024717,627888,2768285,788407,581988,1931544,1907232,1447068,393181,66983
1995:Q2,Bottom50,1082516,2780380,1380819,598501,64565,181538,138919,62526,353512,1697865,1037470,576840,83555
1995:Q3,TopPt1,3185977,3218020,230436,180322,819895,7897,21525,850917,1107027,32042,17243,1311,13488
1995:Q3,RemainingTop1,4409290,4591153,593679,181092,1380708,118227,184999,1051429,1081020,181863,140342,11063,30458
1995:Q3,Next9,9326557,10061615,2168968,507222,1440062,2256454,789831,1000685,1898393,735058,602709,82697,49652
1995:Q3,Next40,9912735,11854982,4009634,1030278,653580,2815286,831609,582815,1931780,1942247,1459429,410442,72376
1995:Q3,Bottom50,1070941,2835366,1410419,606076,68278,181903,148182,63522,356986,1764425,1070049,604086,90290
1995:Q4,TopPt1,3284948,3320178,233711,179023,894765,9058,23329,856510,1123782,35229,17696,1659,15874
1995:Q4,RemainingTop1,4542728,4729473,605599,181847,1459241,124348,195895,1051295,1111248,186745,141879,11021,33845
1995:Q4,Next9,9595114,10341648,2199641,515250,1561263,2295658,809766,1033136,1926934,746534,606556,89914,50064
1995:Q4,Next40,10096341,12091338,4045418,1044633,711712,2846675,871930,595343,1975627,1994998,1489196,433108,72694
1995:Q4,Bottom50,1070829,2856060,1408837,608500,74201,184361,152604,66308,361249,1785231,1064598,632458,88175
1996:Q1,TopPt1,3331873,3369885,238052,180767,937943,10216,25119,854276,1123512,38012,18281,1712,18019
1996:Q1,RemainingTop1,4634401,4822492,621616,182863,1491485,130324,206654,1048534,1141016,188090,144275,11655,32160
1996:Q1,Next9,9815889,10587455,2244573,522149,1635376,2331626,828560,1057816,1967356,771566,616376,92097,63093
1996:Q1,Next40,10283000,12316056,4089419,1062423,755497,2874937,911712,607755,2014313,2033056,1529290,427266,76500
1996:Q1,Bottom50,1089749,2874625,1403475,614221,78672,186799,156753,68975,365730,1784877,1070084,629477,85316
1996:Q2,TopPt1,3362525,3404179,241098,173732,978144,11391,26391,842500,1130923,41654,19027,1997,20630
1996:Q2,RemainingTop1,4680712,4873236,632744,183813,1519253,136311,215597,1042621,1142897,192524,145937,11768,34819
1996:Q2,Next9,9973003,10770389,2266929,534217,1704322,2367381,837014,1073389,1987138,797386,633918,97407,66061
1996:Q2,Next40,10436244,12518857,4138715,1074016,797512,2902944,939673,620021,2045975,2082612,1564621,439574,78417
1996:Q2,Bottom50,1103179,2900615,1417117,613052,82963,189249,159258,71508,367468,1797436,1068158,645832,83446
1996:Q3,TopPt1,3352720,3397853,244682,169696,981545,12583,28000,834736,1126611,45133,19813,2281,23039
1996:Q3,RemainingTop1,4685565,4882246,645492,185124,1495713,142311,225639,1038074,1149893,196681,147656,11888,37137
1996:Q3,Next9,10102049,10926143,2297118,545358,1719243,2402912,848477,1092600,2020435,824093,653155,102623,68315
1996:Q3,Next40,10579704,12710460,4186878,1089497,822169,2930679,973836,632334,2075067,2130756,1600926,451413,78417
1996:Q3,Bottom50,1115216,2924635,1424727,615544,85497,191710,162538,74085,370534,1809420,1067287,661642,80491
1996:Q4,TopPt1,3468153,3516194,249718,176743,1033422,13734,33009,862283,1147286,48042,20480,2588,24974
1996:Q4,RemainingTop1,4795223,4994348,662351,184383,1539958,147922,245862,1045308,1168564,199125,149423,11970,37732
1996:Q4,Next9,10373701,11222536,2351513,545210,1804010,2430208,886246,1144125,2061223,848835,666247,108642,73946
1996:Q4,Next40,10780649,12961608,4220422,1102839,868800,2950496,1065941,645221,2107889,2180960,1635778,467778,77404
1996:Q4,Bottom50,1107742,2933438,1405732,618818,90257,194098,174289,77104,373139,1825696,1066205,682900,76591
1997:Q1,TopPt1,3449935,3501821,253708,178362,1041472,14957,33679,893859,1085784,51886,21173,2654,28059
1997:Q1,RemainingTop1,4798296,5001113,675373,185013,1524198,153958,252879,1054136,1155555,202816,150789,12536,39491
1997:Q1,Next9,10503361,11374066,2389335,551493,1824953,2465389,884017,1199102,2059777,870706,680729,109599,80378
1997:Q1,Next40,10888896,13095080,4255187,1119133,894528,2977754,1081382,658310,2108786,2206184,1666971,456633,82580
1997:Q1,Bottom50,1132240,2941226,1398821,623099,92898,196581,174761,80173,374893,1808987,1060812,672754,75421
1997:Q2,TopPt1,3630906,3686611,257288,170802,1229040,16258,38913,895135,1079176,55705,21898,2891,30916
1997:Q2,RemainingTop1,5068813,5274276,688675,185436,1752045,160473,274109,1053114,1160424,205463,152462,12755,40246
1997:Q2,Next9,10966800,11866305,2418117,562686,2104494,2509566,964821,1226469,2080152,899505,696793,113981,88731
1997:Q2,Next40,11217606,13470919,4314271,1128346,1004442,3013509,1198868,670913,2140571,2253314,1701550,464355,87409
1997:Q2,Bottom50,1168881,2985875,1415227,619771,104070,199167,186784,82854,378002,1816994,1059221,684056,73717
1997:Q3,TopPt1,3755780,3813934,260616,163473,1339904,17554,43356,910902,1078130,58155,22811,3120,32224
1997:Q3,RemainingTop1,5252016,5459240,700987,186921,1874104,166911,292444,1057237,1180636,207223,155065,12992,39166
1997:Q3,Next9,11312910,12252030,2444448,576154,2272515,2551559,1025954,1267173,2114227,939120,721845,118610,98665
1997:Q3,Next40,11490601,13797990,4369783,1142885,1078013,3047096,1295994,683892,2180326,2307388,1747819,473634,85935
1997:Q3,Bottom50,1192793,3029192,1430819,620628,111555,201740,196361,85726,382363,1836399,1069468,697449,69482
1997:Q4,TopPt1,3856692,3919605,266766,173440,1371920,18794,43897,959522,1085265,62913,23609,3502,35802
1997:Q4,RemainingTop1,5333100,5543422,723332,186119,1891059,172944,299073,1072826,1198069,210322,155811,12942,41569
1997:Q4,Next9,11546339,12516897,2516730,574212,2328791,2584708,1011208,1337741,2163508,970558,742606,124346,103606
1997:Q4,Next40,11630535,13984208,4418082,1158330,1116079,3072150,1304508,697780,2217280,2353673,1774002,488044,91627
1997:Q4,Bottom50,1184415,3026343,1410330,625926,115451,204232,196150,89037,385217,1841928,1058210,715331,68387
1998:Q1,TopPt1,4093205,4159896,271821,168708,1589245,20212,49711,968794,1091405,66690,24472,3601,38617
1998:Q1,RemainingTop1,5673369,5886396,744371,187105,2153141,180219,321185,1075582,1224793,213026,157152,13402,42472
1998:Q1,Next9,12101654,13104673,2569378,584921,2647187,2642155,1094185,1373181,2193667,1003019,766828,125197,110994
1998:Q1,Next40,12043063,14422404,4499852,1172452,1237367,3120292,1430999,710887,2250555,2379342,1806830,477114,95398
1998:Q1,Bottom50,1251477,3076661,1426791,626950,127751,206979,208663,91848,387679,1825184,1054209,704729,66246
1998:Q2,TopPt1,4174449,4244454,278438,166896,1623738,22760,50506,977018,1125098,70004,25263,3879,40862
1998:Q2,RemainingTop1,5771323,5987810,772994,188098,2174871,194125,329198,1078458,1250066,216487,159803,13553,43131
1998:Q2,Next9,12354529,13391595,2645312,593879,2709136,2696992,1098563,1408251,2239463,1037067,787335,131064,118668
1998:Q2,Next40,12260698,14702303,4603384,1188665,1277893,3158272,1453603,724095,2296391,2441604,1851691,493157,96756
1998:Q2,Bottom50,1253664,3107158,1442941,630217,131900,208846,209163,94662,389429,1853494,1064046,726092,63356
1998:Q3,TopPt1,3977967,4051637,281798,144578,1411574,25210,46074,975663,1166741,73671,26086,4136,43449
1998:Q3,RemainingTop1,5526097,5747685,791475,192415,1877038,207445,322642,1078596,1278075,221588,162214,13735,45639
1998:Q3,Next9,12148002,13213811,2672129,622273,2423258,2739817,1006387,1435434,2314513,1065809,810500,136107,119202
1998:Q3,Next40,12258256,14753302,4721328,1206855,1204711,3184799,1361257,737176,2337177,2495046,1894582,504722,95742
1998:Q3,Bottom50,1280908,3154091,1502528,630649,124559,210601,197348,97368,391037,1873183,1071458,742018,59707
1998:Q4,TopPt1,4255330,4326093,295157,157387,1665740,25700,52594,982373,1147143,70764,25625,3981,41158
1998:Q4,RemainingTop1,6017396,6248590,829785,206190,2250333,215549,341545,1102362,1302826,231193,168569,14176,48448
1998:Q4,Next9,12923009,14006916,2775240,608472,2871966,2796215,1160468,1443511,2351044,1083908,824221,137877,121810
1998:Q4,Next40,12747841,15312577,4818568,1220239,1375920,3245680,1526668,752301,2373201,2564737,1942340,523232,99165
1998:Q4,Bottom50,1272207,3190508,1493622,641510,136681,210840,215532,94197,398126,1918301,1096687,762006,59608
1999:Q1,TopPt1,4182156,4248984,304634,149504,1615121,26065,52877,958577,1142207,66828,25017,3636,38175
1999:Q1,RemainingTop1,6063593,6305002,855069,222251,2225787,222972,343375,1115562,1319986,241409,174725,14938,51746
1999:Q1,Next9,13037689,14132352,2820964,612280,2886296,2837717,1206840,1424865,2343390,1094662,832815,136301,125546
1999:Q1,Next40,12949483,15560097,4918249,1231207,1404559,3292305,1558292,766229,2389256,2610614,1986091,524788,99735
1999:Q1,Bottom50,1287627,3227192,1525148,646066,134702,210916,219146,90703,400512,1939565,1118027,762735,58803
1999:Q2,TopPt1,4291817,4355597,316657,153605,1729540,26454,54558,968215,1106568,63780,24446,3387,35947
1999:Q2,RemainingTop1,6310848,6559735,890840,237746,2420096,230738,349814,1140606,1289895,248887,181519,15534,51834
1999:Q2,Next9,13449024,14571203,2906747,608015,3139811,2885189,1282020,1437171,2312249,1122179,844713,136972,140494
1999:Q2,Next40,13233591,15918645,5026414,1247895,1512017,3344665,1623027,781331,2383297,2685054,2036542,538368,110144
1999:Q2,Bottom50,1275360,3259621,1535481,657609,140450,211056,226296,87808,400921,1984261,1145980,777321,60960
1999:Q3,TopPt1,4198612,4258419,327055,143455,1590053,26736,50971,1015876,1104273,59806,24091,3211,32504
1999:Q3,RemainingTop1,6246238,6505420,923155,255435,2276466,237922,340489,1179821,1292132,259182,188568,15988,54626
1999:Q3,Next9,13437825,14587195,2966594,617794,3019007,2919659,1253924,1485113,2325104,1149371,868164,138597,142610
1999:Q3,Next40,13316097,16073882,5159602,1266503,1493809,3384614,1567730,798438,2403186,2757785,2092260,557042,108483
1999:Q3,Bottom50,1270626,3305215,1580960,667546,134472,211056,220481,85646,405054,2034589,1178141,797057,59391
1999:Q4,TopPt1,4571916,4629391,339073,147324,1929828,27221,55627,1032023,1098296,57475,23809,3171,30495
1999:Q4,RemainingTop1,6871877,7133835,960625,270544,2777585,246657,357157,1208035,1313232,261958,193753,16169,52036
1999:Q4,Next9,14365237,15570238,3055826,613216,3612743,2984832,1400889,1505116,2397616,1205000,896027,140592,168381
1999:Q4,Next40,13880093,16713295,5272422,1282008,1716194,3454017,1708193,814285,2466176,2833202,2130335,577357,125510
1999:Q4,Bottom50,1305964,3376427,1592049,678029,150827,211398,235414,83106,425603,2070463,1190551,816332,63580
2000:Q1,TopPt1,4611251,4666288,352890,143243,2008763,27569,56777,1003900,1073146,55037,23477,2990,28570
2000:Q1,RemainingTop1,7120456,7385044,1009904,288073,2930889,254577,363092,1219739,1318770,264588,198131,16622,49835
2000:Q1,Next9,14743027,15995475,3165797,619614,3821223,3032148,1469607,1484669,2402416,1252448,921866,139239,191343
2000:Q1,Next40,14271030,17152141,5453485,1304708,1809433,3506399,1764089,827556,2486470,2881110,2159661,579962,141487
2000:Q1,Bottom50,1372902,3449001,1637276,692290,155178,211555,241622,79906,431174,2076099,1193597,814952,67550
2000:Q2,TopPt1,4463145,4514013,367612,141986,1834711,27833,54232,1042257,1045382,50867,23132,2859,24876
2000:Q2,RemainingTop1,7004240,7282097,1063680,305135,2739779,262040,357485,1256883,1297095,277857,204869,16954,56034
2000:Q2,Next9,14728491,15998194,3290361,623400,3646878,3068822,1463946,1526485,2378301,1269703,947851,141364,180488
2000:Q2,Next40,14418037,17364674,5643006,1327247,1774676,3548685,1734317,845013,2491730,2946637,2212040,602697,131900
2000:Q2,Bottom50,1373383,3495842,1678508,706944,148160,211605,238436,77935,434255,2122460,1221213,837897,63350
2000:Q3,TopPt1,4479175,4526389,379712,129297,1786366,28142,53414,1096653,1052804,47213,22800,2804,21609
2000:Q3,RemainingTop1,7096212,7382785,1108097,322619,2717780,269916,357464,1300940,1305969,286573,211587,17105,57881
2000:Q3,Next9,14951614,16255850,3376443,635624,3657741,3112749,1496064,1584202,2393027,1304236,974958,144809,184469
2000:Q3,Next40,14665471,17695525,5828549,1345161,1800278,3598035,1746130,864049,2513322,3030053,2264223,633338,132492
2000:Q3,Bottom50,1392341,3571676,1742871,715482,146758,211750,239630,76355,438831,2179335,1248243,869018,62074
2000:Q4,TopPt1,4325868,4368888,395428,136237,1484064,28366,48783,1123973,1152036,43020,22164,2721,18135
2000:Q4,RemainingTop1,6870024,7174475,1165662,338213,2336123,277289,344513,1334922,1377753,304451,218492,17277,68682
2000:Q4,Next9,14821745,16120926,3519951,630998,3252792,3144960,1443874,1617137,2511213,1299181,988960,148761,161460
2000:Q4,Next40,14718763,17816755,6006805,1365927,1673439,3636304,1664523,881558,2588198,3097992,2313720,667692,116580
2000:Q4,Bottom50,1354767,3589324,1763068,730380,132565,211781,230539,74379,446612,2234557,1273447,904816,56294
2001:Q1,TopPt1,4144099,4181443,417315,137395,1253132,28660,41736,1133283,1169922,37344,21506,2376,13462
2001:Q1,RemainingTop1,6752872,7071213,1256069,353881,2042822,285214,322605,1361943,1448679,318342,225016,18056,75270
2001:Q1,Next9,14779740,16071166,3742693,630270,2934517,3187205,1355206,1633339,2587935,1291426,1002325,147502,141599
2001:Q1,Next40,14918684,18050257,6325960,1383607,1566464,3684343,1530428,897886,2661569,3131573,2358868,673112,99593
2001:Q1,Bottom50,1399021,3650207,1829253,741579,120743,211945,214348,72142,460197,2251186,1293644,908679,48863
2001:Q2,TopPt1,4253766,4286796,430002,132726,1357227,26353,43074,1144573,1152842,33030,20853,1945,10232
2001:Q2,RemainingTop1,7004624,7335541,1301938,369251,2230109,277325,329575,1389866,1437476,330916,235026,19007,76883
2001:Q2,Next9,15259647,16570565,3841158,632660,3184846,3250438,1417533,1651551,2592379,1310918,1018362,147953,144603
2001:Q2,Next40,15287211,18514060,6491095,1396426,1679757,3758641,1586048,914499,2687594,3226849,2437992,688425,100432
2001:Q2,Bottom50,1393152,3717220,1870388,747716,127263,212637,220970,69997,468249,2324068,1349967,926919,47182
2001:Q3,TopPt1,4045976,4078225,441978,122792,1057020,23956,36040,1151226,1245213,32250,20901,1757,9592
2001:Q3,RemainingTop1,6687781,7021802,1345447,385314,1819578,268751,305925,1415898,1480889,334022,242252,19438,72332
2001:Q3,Next9,14865965,16261967,3926232,640435,2709602,3301795,1323954,1665302,2694648,1396002,1063660,148441,183901
2001:Q3,Next40,15192893,18525683,6663828,1409769,1498962,3821835,1447166,930817,2753307,3332790,2499633,704344,128813
