Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2012:Q4,RemainingTop1,11689772,12208490,1988647,337786,3670081,344053,665420,1811598,3390906,518718,352499,45094,121125
2012:Q4,Next9,26366513,28929242,5594437,1005298,4994622,6095090,2819310,2595298,5825187,2562729,2147086,224915,190728
2012:Q4,Next40,21162725,26468210,7701291,1936864,1944781,6297588,2854963,1194207,4538517,5305486,4204117,994387,106982
2012:Q4,Bottom50,575457,5186591,2560465,1106347,112345,228457,325893,129629,723455,4611135,2791814,1634924,184397
2013:Q1,TopPt1,8549875,8631209,709148,359647,3467825,21562,89615,1778259,2205153,81334,36389,12490,32455
2013:Q1,RemainingTop1,12239276,12761299,2069536,344013,4169883,323282,683189,1821145,3350251,522023,359235,42956,119832
2013:Q1,Next9,27405589,29898154,5734414,997002,5537160,6305415,2927959,2659512,5736691,2492564,2062220,225096,205248
2013:Q1,Next40,21832537,27172638,7888105,1937661,2124671,6478295,3041799,1193542,4508565,5340101,4244174,986022,109905
2013:Q1,Bottom50,597947,5220682,2557329,1112631,124945,234965,338145,125203,727464,4622734,2786068,1647209,189457
2013:Q2,TopPt1,8628574,8705596,720857,365091,3526805,23131,94472,1908856,2066384,77023,33267,12689,31067
2013:Q2,RemainingTop1,12311250,12833453,2152364,350714,4211967,303144,681074,1861292,3272898,522204,361438,40065,120701
2013:Q2,Next9,27750025,30259209,5865565,997407,5581965,6503274,2920892,2791076,5599030,2509183,2063494,231019,214670
2013:Q2,Next40,22223982,27597930,8113138,1931624,2166549,6636940,3104558,1202049,4443072,5373948,4260459,1003473,110016
2013:Q2,Bottom50,653914,5254479,2586117,1110809,126685,241578,336442,122200,730647,4600565,2731264,1672947,196354
2013:Q3,TopPt1,8983024,9054770,731912,361406,3738878,24798,104032,2050544,2043201,71746,30359,12804,28583
2013:Q3,RemainingTop1,12705239,13230921,2234763,359562,4454015,283460,694984,1904592,3299545,525682,364962,36479,124241
2013:Q3,Next9,28570762,31095104,5984505,1008252,5840532,6714091,3014749,2932823,5600153,2524342,2075632,237207,211503
2013:Q3,Next40,22905505,28323368,8359805,1929663,2267486,6807689,3278696,1210442,4469587,5417862,4292838,1026695,98329
2013:Q3,Bottom50,731063,5334437,2637321,1110055,133121,248355,346030,119124,740431,4603374,2692487,1717112,193775
2013:Q4,TopPt1,9267913,9344550,745780,369887,3975477,28393,116922,2110853,1997238,76637,31618,13240,31779
2013:Q4,RemainingTop1,13197901,13709356,2273649,356735,4756902,298490,728173,1994801,3300606,511455,370387,40248,100820
2013:Q4,Next9,29353433,31942926,6096766,1002726,6157753,6917434,3200213,2944828,5623205,2589493,2060622,242922,285949
2013:Q4,Next40,23375754,28909023,8530120,1942312,2340217,6960586,3414466,1228117,4493205,5533269,4318996,1056296,157977
2013:Q4,Bottom50,770225,5379964,2653287,1107912,138263,249782,360859,120926,748935,4609738,2655426,1737762,216550
2014:Q1,TopPt1,9561202,9640128,759815,387560,4196531,31095,124144,2110454,2030529,78926,33157,13454,32315
2014:Q1,RemainingTop1,13646924,14162293,2311589,352063,5039278,306934,741919,2054168,3356342,515369,374189,43642,97538
2014:Q1,Next9,29979042,32575534,6216147,987260,6453430,6992008,3268955,2895510,5762224,2596491,2054979,243104,298408
2014:Q1,Next40,23684803,29244456,8671468,1952233,2407389,6988556,3419824,1236771,4568216,5559653,4331013,1059560,169080
2014:Q1,Bottom50,824933,5382199,2643307,1105893,142944,249468,361815,121263,757508,4557266,2601078,1737082,219106
2014:Q2,TopPt1,9909956,9991659,775159,396396,4448756,33856,133434,2179349,2024710,81704,34923,14132,32649
2014:Q2,RemainingTop1,14139614,14662535,2357429,350353,5362431,315728,763012,2146383,3367199,522921,378478,47104,97339
2014:Q2,Next9,30687329,33297987,6346822,984035,6792713,7072525,3379020,2919133,5803739,2610658,2059456,249637,301565
2014:Q2,Next40,24061407,29679664,8868478,1970397,2486525,7021871,3473860,1255848,4602684,5618257,4350608,1092917,174732
2014:Q2,Bottom50,887769,5424286,2664464,1108180,148579,249189,368075,123296,762503,4536517,2553895,1760229,222393
2014:Q3,TopPt1,9972991,10054607,790848,411664,4369559,36542,137591,2270442,2037962,81617,36667,14636,30314
2014:Q3,RemainingTop1,14190896,14739485,2403734,348173,5250974,323897,766535,2249174,3396998,548589,383688,50061,114840
2014:Q3,Next9,30951626,33513765,6485278,975828,6670084,7140081,3381610,2966692,5894192,2562139,2064069,255412,242658
2014:Q3,Next40,24224607,29863946,9050201,1990625,2441844,7042275,3412651,1278571,4647778,5639338,4379419,1126643,133276
2014:Q3,Bottom50,908010,5430840,2668921,1113555,144262,248701,362194,125898,767309,4522830,2517250,1796229,209351
2014:Q4,TopPt1,10257470,10340966,803987,429723,4539188,39309,145270,2360790,2022699,83496,38292,15162,30042
2014:Q4,RemainingTop1,14564520,15125576,2437351,344636,5465530,332587,782589,2351229,3411654,561056,389327,53641,118088
2014:Q4,Next9,31533986,34092496,6593679,962669,6894947,7217096,3464955,3014359,5944791,2558510,2063856,261725,232929
2014:Q4,Next40,24461387,30161442,9174469,2006199,2491216,7071507,3436429,1301409,4680214,5700055,4411079,1159118,129858
2014:Q4,Bottom50,916106,5430164,2652097,1116099,147479,248304,365099,128503,772583,4514058,2484703,1819894,209461
2015:Q1,TopPt1,10549082,10634085,818476,444839,4689037,42045,152755,2431077,2055856,85003,39526,15149,30328
2015:Q1,RemainingTop1,14952203,15522429,2477893,342170,5654058,340981,798009,2442596,3466723,570226,394250,56981,118995
2015:Q1,Next9,32188094,34729418,6717260,953766,7092440,7287709,3535829,3042338,6100076,2541324,2045752,261107,234465
2015:Q1,Next40,24808375,30532357,9333913,2024883,2533542,7094245,3453989,1321283,4770501,5723982,4430407,1157838,135737
2015:Q1,Bottom50,980835,5450591,2649392,1120396,150126,247790,367735,130628,784524,4469756,2441526,1816036,212194
2015:Q2,TopPt1,10630153,10717542,835211,460923,4713324,44738,157408,2502238,2003700,87388,41083,15565,30740
2015:Q2,RemainingTop1,15082729,15663985,2529046,342271,5678327,348996,804066,2533921,3427358,581256,401488,60643,119125
2015:Q2,Next9,32446595,34997149,6869051,950437,7115118,7350364,3564093,3072049,6076038,2550554,2043124,267745,239685
2015:Q2,Next40,24936106,30750280,9534113,2056562,2529176,7109002,3417354,1341448,4762625,5814173,4476983,1191769,145421
2015:Q2,Bottom50,987268,5470133,2656026,1134769,149067,247143,364046,132790,786292,4482864,2425171,1842061,215632
2015:Q3,TopPt1,10382305,10471399,849257,457123,4325727,47325,154519,2546371,2091077,89093,42749,15937,30407
2015:Q3,RemainingTop1,14745035,15341501,2571264,342990,5166879,356156,784013,2610499,3509700,596466,408669,63640,124157
2015:Q3,Next9,32123500,34670980,6977219,960215,6561705,7395843,3445794,3075107,6255097,2547481,2044906,274059,228516
2015:Q3,Next40,24844010,30738374,9753442,2077374,2367635,7106860,3224425,1357375,4851263,5894364,4524130,1227693,142541
2015:Q3,Bottom50,989172,5493677,2704610,1136641,135839,246243,343466,134287,792590,4504505,2408803,1881807,213895
2015:Q4,TopPt1,10582441,10673258,862049,459730,4510717,50115,163432,2575868,2051347,90817,44758,15778,30281
2015:Q4,RemainingTop1,15082580,15694838,2606168,342996,5400635,364758,805386,2678478,3496417,612258,415808,67482,128968
2015:Q4,Next9,32669221,35223164,7072835,964496,6809925,7469070,3564710,3064222,6277906,2553943,2061876,270279,221788
2015:Q4,Next40,25200870,31130133,9927645,2099116,2425633,7131409,3286323,1370923,4889084,5929263,4575296,1205092,148875
2015:Q4,Bottom50,1091183,5544109,2729170,1140696,139676,245691,350264,135422,803190,4452925,2395110,1841592,216223
2016:Q1,TopPt1,10752165,10844200,875594,475451,4592101,52866,170127,2564117,2113944,92034,46051,15750,30233
2016:Q1,RemainingTop1,15331843,15957878,2641901,342422,5499730,373010,818996,2723004,3558816,626036,421892,70386,133758
2016:Q1,Next9,33155450,35689470,7184417,959709,6913198,7535120,3631826,3012558,6452642,2534020,2045520,270627,217873
2016:Q1,Next40,25487346,31455775,10069703,2127174,2444057,7148807,3299378,1377430,4989226,5968428,4606185,1209168,153075
2016:Q1,Bottom50,1137216,5560608,2719847,1152393,140467,245026,352157,135502,815216,4423392,2363433,1846334,213625
2016:Q2,TopPt1,11007797,11102020,895969,500700,4727680,56134,177242,2621840,2122455,94222,47626,16069,30527
2016:Q2,RemainingTop1,15646345,16286162,2708225,340524,5668931,384512,834421,2804614,3544935,639817,429993,73927,135897
2016:Q2,Next9,33714508,36256688,7387414,946182,7092607,7594525,3719638,3032007,6484316,2542180,2042250,276672,223258
2016:Q2,Next40,25795517,31857730,10302338,2155572,2483682,7177421,3327159,1395741,5015817,6062214,4660659,1239791,161764
2016:Q2,Bottom50,1142829,5578013,2712706,1166405,142877,244293,355176,137367,819189,4435184,2354563,1870387,210234
2016:Q3,TopPt1,11191813,11288419,910167,487147,4877047,59439,186425,2678015,2090179,96606,49484,16404,30718
2016:Q3,RemainingTop1,15980413,16633333,2753023,342167,5855760,396246,856986,2884958,3544194,652921,438199,76772,137950
2016:Q3,Next9,34242818,36805973,7492435,963821,7291488,7658168,3841158,3050563,6508340,2563156,2051694,282921,228541
2016:Q3,Next40,26174234,32340194,10561767,2173731,2528871,7210090,3395058,1413934,5056743,6165960,4719968,1274930,171062
2016:Q3,Bottom50,1208567,5674789,2789431,1164422,145704,243608,362815,139207,829601,4466222,2349449,1910611,206162
2016:Q4,TopPt1,11120217,11218334,924843,476330,4890765,57211,179423,2698526,1991236,98118,49230,16769,32119
2016:Q4,RemainingTop1,16026427,16684302,2790312,341698,5966818,396916,842312,2866718,3479529,657875,441601,74507,141767
2016:Q4,Next9,34445030,37015077,7606608,985988,7388522,7687422,3877696,3084197,6384644,2570048,2080928,285270,203850
2016:Q4,Next40,26425981,32635494,10742792,2185876,2546395,7259521,3399987,1422153,5078770,6209513,4742486,1303929,163098
2016:Q4,Bottom50,1264278,5772013,2855727,1172615,144753,248941,368535,141893,839548,4507735,2344577,1955960,207198
2017:Q1,TopPt1,11408468,11508964,941252,475667,5139341,55092,178283,2723149,1996179,100496,49123,16657,34716
2017:Q1,RemainingTop1,16513375,17168574,2833628,341647,6388757,398470,848286,2850207,3507580,655199,444349,71618,139232
2017:Q1,Next9,35344871,37945395,7747609,1003390,7817147,7734382,4054530,3122121,6466217,2600524,2116519,279923,204082
2017:Q1,Next40,27027588,33255043,10920153,2207393,2652506,7326279,3537586,1431099,5180027,6227455,4760955,1294743,171757
2017:Q1,Bottom50,1367620,5882238,2901565,1190050,150564,254531,387882,144710,852935,4514618,2335383,1967509,211726
2017:Q2,TopPt1,11663238,11766431,958570,467595,5251690,52929,174549,2883205,1977893,103193,49108,16960,37125
2017:Q2,RemainingTop1,16844607,17498739,2882551,339934,6636442,399770,845383,2906282,3488377,654132,447732,69289,137111
2017:Q2,Next9,36036750,38678969,7896873,1021183,8057280,7776668,4182338,3296271,6448356,2642219,2156099,280494,205626
2017:Q2,Next40,27460937,33752930,11138196,2215895,2706818,7388650,3625314,1462760,5215297,6291993,4787190,1314484,190319
2017:Q2,Bottom50,1431766,5987463,2970634,1196138,152367,260076,402037,151059,855152,4555697,2333845,2001531,220321
2017:Q3,TopPt1,11793133,11898807,975379,455881,5387088,50755,171710,2918928,1939066,105675,49077,17143,39455
2017:Q3,RemainingTop1,17155725,17810859,2929535,337659,6918392,401046,845552,2893843,3484832,655134,451822,66383,136929
2017:Q3,Next9,36678286,39351158,8037932,1039831,8332162,7818822,4329494,3345721,6447196,2672872,2194739,280784,197349
2017:Q3,Next40,27935496,34285096,11358950,2219306,2769400,7451048,3735381,1473378,5277633,6349600,4820315,1335893,193392
2017:Q3,Bottom50,1494369,6105855,3047172,1197627,154782,265640,418876,154220,867538,4611486,2339256,2049000,223230
2017:Q4,TopPt1,12121846,12230560,989629,442234,5645486,48581,169466,3010552,1924611,108714,48956,17501,42257
2017:Q4,RemainingTop1,17708576,18359900,2964589,339118,7368911,402394,847817,2910021,3527049,651324,455850,63867,131607
2017:Q4,Next9,37598777,40318435,8144373,1068696,8782501,7862767,4496070,3451439,6512590,2719659,2228935,283266,207458
2017:Q4,Next40,28474662,34907078,11544178,2239420,2876434,7515347,3864370,1492952,5374377,6432416,4851783,1367117,213516
2017:Q4,Bottom50,1567926,6241448,3121901,1211267,160663,271248,437801,158839,879729,4673522,2343271,2099001,231250
2018:Q1,TopPt1,12136010,12247190,1010495,438308,5589050,46330,159435,3064845,1938726,111180,48890,17416,44874
2018:Q1,RemainingTop1,17833824,18483249,3029433,339773,7400829,403243,823824,2905549,3580598,649425,457910,61005,130510
2018:Q1,Next9,38029095,40779273,8340709,1090150,8791883,7897299,4505873,3519881,6633478,2750178,2264494,277630,208054
2018:Q1,Next40,28906624,35356402,11816877,2262830,2868582,7570693,3826728,1506399,5504293,6449778,4865198,1356155,228425
2018:Q1,Bottom50,1684572,6360097,3198141,1229506,157490,276752,438553,162529,897126,4675525,2329434,2107704,238387
2018:Q2,TopPt1,12240977,12354152,1024849,431045,5637222,44113,153121,3123574,1940228,113175,49047,17670,46458
2018:Q2,RemainingTop1,18035730,18687887,3062990,340618,7575307,404405,812504,2902479,3589584,652157,461336,58513,132308
2018:Q2,Next9,38527202,41308553,8451412,1114094,8950411,7938375,4594682,3592959,6666621,2781351,2310363,276911,194077
2018:Q2,Next40,29250417,35756306,11979561,2284982,2898889,7632565,3872921,1520473,5566915,6505888,4895433,1369893,240562
2018:Q2,Bottom50,1741868,6455394,3254225,1246089,157274,282364,448592,166360,900490,4713526,2331614,2135202,246710
2018:Q3,TopPt1,12517060,12633217,1038665,423250,5859373,41940,149790,3164912,1955288,116157,49243,17968,48946
2018:Q3,RemainingTop1,18468033,19121994,3093604,340256,7988372,405950,811128,2889721,3592963,653961,465284,55485,133192
2018:Q3,Next9,39302415,42123224,8554909,1135554,9356897,7987394,4736917,3648793,6702760,2820809,2357824,277964,185021
2018:Q3,Next40,29701484,36273805,12131934,2301189,2991733,7702324,3984463,1531825,5630337,6572321,4931602,1396038,244681
2018:Q3,Bottom50,1778674,6555308,3307907,1258095,161959,288102,466481,169776,902988,4776634,2339457,2187113,250064
2018:Q4,TopPt1,11626093,11743477,1049317,406364,4927163,39503,124436,3190117,2006577,117384,49269,18407,49708
2018:Q4,RemainingTop1,17333141,17991056,3110722,342655,6831485,405640,734950,2868174,3697430,657915,468135,52758,137022
2018:Q4,Next9,38078991,40914518,8612345,1168945,8123380,8000408,4426465,3688646,6894328,2835527,2396702,279713,159112
2018:Q4,Next40,29288555,35922131,12262087,2324264,2665174,7737401,3603809,1540742,5788655,6633576,4954994,1424391,254191
2018:Q4,Bottom50,1771146,6597234,3376792,1273271,133960,293394,429026,172812,917979,4826087,2335318,2231773,258996
2019:Q1,TopPt1,12649988,12770579,1070207,421716,5758487,37522,129313,3293330,2060005,120591,49077,18306,53208
2019:Q1,RemainingTop1,18792253,19453798,3169891,341048,8081080,408687,762596,2884724,3805772,661545,470038,50017,141490
2019:Q1,Next9,40307338,43149604,8818277,1174507,9404758,8079852,4772094,3806911,7093205,2842266,2424898,274110,143258
2019:Q1,Next40,30442596,37063229,12459523,2351758,2982042,7837040,3916881,1561370,5954616,6620633,4966371,1413152,241110
2019:Q1,Bottom50,1913689,6727400,3393726,1298899,155762,299574,468799,177857,932783,4813711,2320222,2238902,254587
2019:Q2,TopPt1,12944382,13067291,1085295,420622,5911633,35324,124977,3411633,2077807,122909,48949,18516,55444
2019:Q2,RemainingTop1,19162932,19824766,3204143,340681,8408869,410248,758684,2907206,3794935,661833,474575,47513,139745
2019:Q2,Next9,41125033,43996732,8940783,1192548,9720291,8144308,4932887,3940443,7125472,2871699,2457414,274738,139547
2019:Q2,Next40,30887527,37581847,12609823,2373552,3050067,7921557,4027636,1583884,6015328,6694321,5004578,1434740,255003
2019:Q2,Bottom50,1946131,6815422,3433307,1316626,158364,305482,485649,183300,932694,4869291,2330742,2276584,261965
2019:Q3,TopPt1,12873736,13000036,1094307,393620,5818936,33087,116670,3452211,2091204,126300,49009,18733,58558
2019:Q3,RemainingTop1,19202587,19867026,3214570,343820,8401279,411570,741463,2890724,3863600,664440,478655,44451,141334
2019:Q3,Next9,41418877,44322575,8971193,1233809,9688413,8204598,5012756,3996350,7215457,2903699,2497772,275281,130646
2019:Q3,Next40,31173129,37928207,12747007,2393506,3030880,8002250,4050048,1595023,6109493,6755077,5041461,1458581,255035
2019:Q3,Bottom50,2007389,6936126,3525267,1327195,154012,311359,492620,186819,938853,4928737,2339436,2327088,262213
2019:Q4,TopPt1,13416177,13543286,1101752,385835,6290827,33641,125554,3492538,2113139,127109,49535,19119,58455
2019:Q4,RemainingTop1,20055053,20719974,3248151,348258,9051731,415986,771861,2913285,3970702,664921,480596,44178,140147
2019:Q4,Next9,42617699,45554795,9050002,1250473,10362077,8291716,5195412,4038091,7367024,2937096,2522335,280186,134575
2019:Q4,Next40,31870882,38686663,12906633,2410236,3199503,8086752,4255439,1603575,6224525,6815782,5067119,1486907,261756
2019:Q4,Bottom50,2086380,7070578,3586280,1336611,167252,313010,516447,188083,962895,4984199,2356622,2361801,265776
2020:Q1,TopPt1,12115608,12242636,1115494,380737,4743498,33640,101469,3569430,2298368,127028,49970,18778,58280
2020:Q1,RemainingTop1,18248282,18907847,3318514,352738,6916942,415903,689755,2949652,4264343,659564,481035,43889,134640
2020:Q1,Next9,40464510,43429588,9228431,1263840,8146024,8290018,4666908,4114744,7719624,2965078,2541867,275572,147639
2020:Q1,Next40,31231798,38063774,13197394,2427759,2641688,8085082,3687390,1613900,6410562,6831976,5077841,1463160,290975
2020:Q1,Bottom50,2093493,7085654,3671237,1348898,123886,312896,452423,189949,986365,4992162,2366788,2346436,278938
2020:Q2,TopPt1,13400881,13527556,1128323,374599,5897838,34246,122906,3608548,2361095,126675,50514,18439,57722
2020:Q2,RemainingTop1,20238115,20899965,3397431,355556,8508233,419119,760985,2960265,4498376,661850,481431,43661,136758
2020:Q2,Next9,43168395,46145337,9427893,1269983,9794503,8352532,5143978,4150261,8006188,2976942,2566255,271656,139031
2020:Q2,Next40,32755471,39566335,13515752,2433775,3054562,8145235,4193410,1612057,6611544,6810864,5091598,1441888,277378
2020:Q2,Bottom50,2322482,7310531,3758131,1355693,156270,312373,508248,190252,1029564,4988049,2393785,2321680,272584
2020:Q3,TopPt1,14104469,14233250,1143331,375288,6516484,34640,132813,3741266,2289428,128781,51768,18577,58436
2020:Q3,RemainingTop1,21221231,21874127,3479300,372157,9357885,421435,793220,3019615,4430514,652895,483955,42774,126166
2020:Q3,Next9,44606891,47680397,9637153,1307697,10666468,8397736,5376205,4281059,8014080,3073506,2623440,273840,176226
2020:Q3,Next40,33640823,40526478,13845846,2512443,3267910,8188836,4431929,1626802,6652712,6885655,5135158,1457498,292999
2020:Q3,Bottom50,2462227,7524593,3848703,1416585,173702,312360,533645,193193,1046406,5062366,2438826,2349983,273557
2020:Q4,TopPt1,15602044,15733879,1165262,375078,7708723,35353,150324,3901418,2397722,131836,53243,19098,59495
2020:Q4,RemainingTop1,23286411,23925882,3585881,384816,10993701,426816,850310,3096893,4587465,639471,485396,42240,111835
2020:Q4,Next9,47412676,50603740,9913317,1339255,12341040,8503718,5733818,4441390,8331202,3191065,2689572,276898,224595
2020:Q4,Next40,35191387,42165772,14274113,2573635,3675032,8291544,4834577,1649686,6867185,6974385,5170034,1476545,327806
2020:Q4,Bottom50,2686518,7804501,3966029,1461636,207337,314045,579144,197205,1079105,5117983,2464121,2370072,283790
2021:Q1,TopPt1,16386390,16521297,1198836,387062,8318498,35556,156052,4058316,2366977,134907,54437,19175,61295
2021:Q1,RemainingTop1,24473084,25108493,3735023,393894,11831438,429496,870550,3179232,4668859,635409,488272,42294,104843
2021:Q1,Next9,49051013,52329219,10318185,1358745,13201475,8557197,5831731,4601387,8460498,3278207,2744294,274826,259087
2021:Q1,Next40,36293770,43321663,14833121,2629091,3885990,8343734,4960804,1678068,6990855,7027893,5213019,1465997,348877
2021:Q1,Bottom50,2905986,8045660,4092289,1502051,224513,316182,595116,201679,1113830,5139674,2484884,2364899,289891
2021:Q2,TopPt1,17503306,17642185,1251200,405505,9053638,35964,167274,4311314,2417290,138879,56926,19902,62051
2021:Q2,RemainingTop1,25971593,26617766,3985748,420731,12837950,433004,907322,3300667,4732344,646173,503045,41830,101298
2021:Q2,Next9,51279738,54708788,10990011,1415053,14226255,8626546,6068613,4854383,8527927,3429049,2864741,290854,273454
2021:Q2,Next40,37769131,45073267,15782108,2772661,4131672,8411076,5222638,1713638,7039473,7304136,5391206,1556215,356715
2021:Q2,Bottom50,3033453,8441971,4312048,1612118,245304,317764,624391,207964,1122382,5408518,2640283,2476323,291912
2021:Q3,TopPt1,18006254,18146264,1291947,414426,9121607,36164,165879,4647803,2468438,140011,57982,19917,62112
2021:Q3,RemainingTop1,26478035,27128464,4181921,441013,12932107,434925,904287,3458175,4776036,650428,511186,41806,97436
2021:Q3,Next9,52337633,55837442,11509840,1460692,14324992,8664625,6065296,5189105,8622892,3499809,2917148,295709,286952
2021:Q3,Next40,38654213,46094602,16539907,2877685,4157135,8448109,5201524,1757348,7112895,7440389,5484596,1583572,372221
2021:Q3,Bottom50,3191086,8729499,4498688,1691342,247200,318830,621429,215996,1136014,5538413,2720634,2519138,298641
2021:Q4,TopPt1,18636071,18777634,1309602,419717,9490486,36632,175533,4875440,2470224,141564,59078,20133,62353
2021:Q4,RemainingTop1,27279970,27935481,4261069,459858,13437919,439025,935554,3566815,4835241,655511,520081,42134,93296
2021:Q4,Next9,53650545,57216386,11717173,1505892,14841978,8745711,6234690,5416466,8754475,3565841,2971904,302649,291288
2021:Q4,Next40,39450947,47056730,16856789,2973884,4282322,8526869,5413507,1788794,7214565,7605783,5585493,1620691,399599
2021:Q4,Bottom50,3272913,8953015,4585179,1762266,257614,320753,646700,221601,1158901,5680102,2805026,2562929,312147
2022:Q1,TopPt1,18536598,18678122,1395942,431726,9065444,36658,163395,5055430,2529528,141524,59001,19790,62733
2022:Q1,RemainingTop1,27200363,27864591,4678624,478054,12859689,440083,898720,3654545,4854876,664228,527559,42984,93685
2022:Q1,Next9,54297626,57867920,12826857,1546183,14262953,8767095,5971044,5597045,8896743,3570294,2973838,304567,291889
2022:Q1,Next40,40788208,48479090,18459371,3072205,4149560,8547865,5130167,1815303,7304619,7690882,5655545,1628640,406697
2022:Q1,Bottom50,3629061,9388589,4972264,1835889,245503,322062,616783,226182,1169906,5759528,2862601,2580975,315952
2022:Q2,TopPt1,17152653,17295233,1446670,423639,7413590,36512,137678,5312430,2524714,142580,60456,20239,61885
2022:Q2,RemainingTop1,25245660,25923416,4928828,490140,10600115,439484,817011,3772767,4875072,677756,535471,42752,99533
2022:Q2,Next9,52360285,55978865,13473946,1581771,11967724,8755590,5451447,5851779,8896608,3618580,3043717,313357,261506
2022:Q2,Next40,40597799,48426539,19465324,3125604,3602643,8536873,4542641,1846818,7306637,7828741,5752619,1677968,398154
2022:Q2,Bottom50,3693290,9594467,5247986,1872474,198735,322436,551113,232146,1169576,5901177,2946131,2639758,315288
2022:Q3,TopPt1,16895448,17039902,1415849,422148,7052680,36864,129148,5400219,2582995,144454,62004,20655,61795
2022:Q3,RemainingTop1,24701285,25383291,4774645,502569,10105461,442181,788842,3813082,4956510,682006,540534,41955,99517
2022:Q3,Next9,51432675,55124872,13059274,1613390,11462741,8808743,5250332,5938764,8991628,3692198,3115700,319532,256966
2022:Q3,Next40,39752441,47693267,18891116,3184683,3480734,8588398,4336331,1857521,7354484,7940826,5823805,1715334,401687
2022:Q3,Bottom50,3465458,9481087,5122381,1915752,188540,323329,529006,234178,1167901,6015629,3007211,2691437,316981
2022:Q4,TopPt1,17304315,17449201,1396446,427045,7447310,37366,137906,5306005,2697124,144886,63147,21219,60520
2022:Q4,RemainingTop1,25240065,25933468,4671891,504959,10647779,446204,818104,3774547,5069984,693403,544507,41334,107562
2022:Q4,Next9,52023687,55731720,12792585,1617840,12020162,8888103,5416141,5847499,9149390,3708033,3168958,327088,211987
2022:Q4,Next40,39762499,47787170,18485902,3200775,3617654,8665381,4533074,1850289,7434095,8024670,5878088,1759397,387185
2022:Q4,Bottom50,3312041,9420436,5017292,1927633,199652,324855,552240,232385,1166379,6108395,3049826,2744356,314213
2023:Q1,TopPt1,17918414,18064881,1390368,426598,7944730,37649,147169,5235173,2883195,146467,64275,21561,60631
2023:Q1,RemainingTop1,26054016,26754410,4634910,510432,11330835,448827,849790,3747649,5231967,700394,543969,40869,115556
2023:Q1,Next9,53029835,56779595,12692477,1633491,12720887,8940060,5636563,5779800,9376317,3749760,3218330,326099,205331
2023:Q1,Next40,40226341,48231953,18354851,3228287,3788936,8715886,4759318,1846717,7537958,8005612,5887856,1756231,361525
2023:Q1,Bottom50,3357428,9450773,4994072,1946220,213671,326224,576907,231207,1162472,6093344,3045200,2741620,306524
2023:Q2,TopPt1,18625162,18773220,1447776,432964,8452641,37978,155777,5315627,2930457,148059,65164,22044,60851
2023:Q2,RemainingTop1,27145640,27846958,4917847,517073,12026519,451363,878089,3784872,5271194,701318,545498,40392,115428
2023:Q2,Next9,54808044,58608996,13444479,1646538,13429930,8990051,5830266,5859638,9408094,3800952,3258683,330629,211640
2023:Q2,Next40,41741148,49797812,19436503,3265230,3959380,8764351,4964448,1856774,7551125,8056664,5915121,1782740,358803
2023:Q2,Bottom50,3638332,9776360,5251857,1974806,228029,327084,599279,233091,1162213,6138028,3065204,2767635,305189
